Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AbseilHash,0.002256,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AbseilHash,0.002613,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AbseilHash,0.002127,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AbseilHash,0.002609,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,STDHashSrc,0.002256,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002542,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,STDHashSrc,0.002378,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002508,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,FNVHash,0.002424,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,FNVHash,0.002609,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,FNVHash,0.002258,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,FNVHash,0.002560,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,CityHash,0.002192,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,CityHash,0.002534,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,CityHash,0.002269,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,CityHash,0.002409,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,PextSSN,0.002236,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,PextSSN,0.002358,58
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,PextSSN,0.002237,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,PextSSN,0.002397,58
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,OffXorSSN,0.002198,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,OffXorSSN,0.002501,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,OffXorSSN,0.002107,10
