Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AbseilHash,0.004641,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AbseilHash,0.005157,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AbseilHash,0.004714,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AbseilHash,0.004978,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,STDHashSrc,0.002468,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002804,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,STDHashSrc,0.002490,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002869,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,FNVHash,0.003253,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,FNVHash,0.003584,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,FNVHash,0.003407,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,FNVHash,0.003586,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,CityHash,0.002607,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,CityHash,0.002777,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,CityHash,0.002465,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,CityHash,0.002982,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,PextUrlComplex,0.002175,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,PextUrlComplex,0.002733,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,PextUrlComplex,0.002315,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,PextUrlComplex,0.002668,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,OffXorUrlComplex,0.002301,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,OffXorUrlComplex,0.002638,58
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,OffXorUrlComplex,0.002284,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,OffXorUrlComplex,0.002676,58
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,NaiveUrlComplex,0.002176,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,NaiveUrlComplex,0.002736,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,NaiveUrlComplex,0.002270,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,NaiveUrlComplex,0.002649,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AesUrlComplex,0.002344,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AesUrlComplex,0.002616,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AesUrlComplex,0.002302,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AesUrlComplex,0.002727,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GptUrlComplex,0.002207,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GptUrlComplex,0.002587,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GptUrlComplex,0.002200,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GptUrlComplex,0.002582,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GperfUrlComplex,0.002168,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GperfUrlComplex,0.002576,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GperfUrlComplex,0.002179,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GperfUrlComplex,0.002577,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AbseilHash,0.004399,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AbseilHash,0.004664,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AbseilHash,0.004387,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AbseilHash,0.004636,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,STDHashSrc,0.002355,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002589,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,STDHashSrc,0.002356,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002589,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,FNVHash,0.003151,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,FNVHash,0.003350,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,FNVHash,0.003144,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,FNVHash,0.003321,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,CityHash,0.002362,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,CityHash,0.002635,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,CityHash,0.002351,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,CityHash,0.002617,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,PextUrlComplex,0.002198,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,PextUrlComplex,0.002472,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,PextUrlComplex,0.002176,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,PextUrlComplex,0.002473,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,OffXorUrlComplex,0.002151,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,OffXorUrlComplex,0.002415,58
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,OffXorUrlComplex,0.002144,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,OffXorUrlComplex,0.002409,58
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,NaiveUrlComplex,0.002184,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,NaiveUrlComplex,0.002444,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,NaiveUrlComplex,0.002185,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,NaiveUrlComplex,0.002449,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AesUrlComplex,0.002196,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AesUrlComplex,0.002449,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AesUrlComplex,0.002185,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AesUrlComplex,0.002441,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GptUrlComplex,0.002206,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GptUrlComplex,0.002463,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GptUrlComplex,0.002205,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GptUrlComplex,0.002448,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GperfUrlComplex,0.002170,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GperfUrlComplex,0.002449,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GperfUrlComplex,0.002182,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GperfUrlComplex,0.002438,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AbseilHash,0.004409,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AbseilHash,0.004671,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AbseilHash,0.004387,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AbseilHash,0.004634,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,STDHashSrc,0.002352,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002682,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,STDHashSrc,0.002350,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002586,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,FNVHash,0.003155,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,FNVHash,0.003347,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,FNVHash,0.003148,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,FNVHash,0.003321,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,CityHash,0.002359,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,CityHash,0.002629,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,CityHash,0.002353,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,CityHash,0.002619,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,PextUrlComplex,0.002192,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,PextUrlComplex,0.002471,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,PextUrlComplex,0.002175,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,PextUrlComplex,0.002464,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,OffXorUrlComplex,0.002155,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,OffXorUrlComplex,0.002422,58
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,OffXorUrlComplex,0.002146,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,OffXorUrlComplex,0.002403,58
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,NaiveUrlComplex,0.002182,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,NaiveUrlComplex,0.002447,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,NaiveUrlComplex,0.002182,10
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,NaiveUrlComplex,0.002450,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AesUrlComplex,0.002192,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AesUrlComplex,0.002448,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AesUrlComplex,0.002188,8
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AesUrlComplex,0.002440,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GptUrlComplex,0.002208,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GptUrlComplex,0.002457,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GptUrlComplex,0.002203,7
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GptUrlComplex,0.002449,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,GperfUrlComplex,0.002162,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,GperfUrlComplex,0.002446,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,GperfUrlComplex,0.002169,5
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,GperfUrlComplex,0.002442,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,AbseilHash,0.004408,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,AbseilHash,0.004671,57
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,AbseilHash,0.004388,6
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,AbseilHash,0.004634,57
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,STDHashSrc,0.002354,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002589,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,STDHashSrc,0.002347,12
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002586,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,FNVHash,0.003152,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultiMapBench,FNVHash,0.003345,56
Interweaved,normal,10000,500,40,30,30,UnorderedSetBench,FNVHash,0.003141,9
Interweaved,normal,10000,500,40,30,30,UnorderedMultisetBench,FNVHash,0.003321,56
Interweaved,normal,10000,500,40,30,30,UnorderedMapBench,CityHash,0.002362,8
