Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,0.6675010307410121,True
Abseil,City,0.8970023331144703,True
Abseil,FNV,0.869841212000958,True
Abseil,Gperf,6.706286691047252e-27,False
Abseil,Gpt,1.435443944210304e-06,False
Abseil,Naive,0.14578289592440358,True
Abseil,OffXor,0.1587980732982589,True
Abseil,Pext,0.6017465709335739,True
Abseil,STL,0.9864893616538324,True
Aes,Abseil,0.6675010307410121,True
Aes,City,0.7635483612685938,True
Aes,FNV,0.5506454004682018,True
Aes,Gperf,1.0798067784662203e-24,False
Aes,Gpt,1.2882981171533182e-05,False
Aes,Naive,0.322050302679889,True
Aes,OffXor,0.33641935447947824,True
Aes,Pext,0.9330928418187778,True
Aes,STL,0.6495394422400991,True
City,Abseil,0.8970023331144703,True
City,Aes,0.7635483612685938,True
City,FNV,0.76314048766431,True
City,Gperf,9.687082450397338e-27,False
City,Gpt,2.411444649666928e-06,False
City,Naive,0.17896922300974283,True
City,OffXor,0.18766087637481021,True
City,Pext,0.6879218623195169,True
City,STL,0.8720535630627005,True
FNV,Abseil,0.869841212000958,True
FNV,Aes,0.5506454004682018,True
FNV,City,0.76314048766431,True
FNV,Gperf,1.644455377461187e-27,False
FNV,Gpt,7.251636503904615e-07,False
FNV,Naive,0.10898120463906152,True
FNV,OffXor,0.11613639082891575,True
FNV,Pext,0.49415261371215824,True
FNV,STL,0.9035836759895506,True
Gperf,Abseil,6.706286691047252e-27,False
Gperf,Aes,1.0798067784662203e-24,False
Gperf,City,9.687082450397338e-27,False
Gperf,FNV,1.644455377461187e-27,False
Gperf,Gpt,2.555220391148151e-09,False
Gperf,Naive,3.8529994805629217e-22,False
Gperf,OffXor,9.488938260632998e-22,False
Gperf,Pext,2.9090797068671393e-25,False
Gperf,STL,2.9427156436146662e-27,False
Gpt,Abseil,1.435443944210304e-06,False
Gpt,Aes,1.2882981171533182e-05,False
Gpt,City,2.411444649666928e-06,False
Gpt,FNV,7.251636503904615e-07,False
Gpt,Gperf,2.555220391148151e-09,False
Gpt,Naive,0.0004476778942249928,False
Gpt,OffXor,0.00046692443029987106,False
Gpt,Pext,1.4391409841153734e-05,False
Gpt,STL,1.2782537292478155e-06,False
Naive,Abseil,0.14578289592440358,True
Naive,Aes,0.322050302679889,True
Naive,City,0.17896922300974283,True
Naive,FNV,0.10898120463906152,True
Naive,Gperf,3.8529994805629217e-22,False
Naive,Gpt,0.0004476778942249928,False
Naive,OffXor,0.9615793543464817,True
Naive,Pext,0.36948504596351184,True
Naive,STL,0.145023357417349,True
OffXor,Abseil,0.1587980732982589,True
OffXor,Aes,0.33641935447947824,True
OffXor,City,0.18766087637481021,True
OffXor,FNV,0.11613639082891575,True
OffXor,Gperf,9.488938260632998e-22,False
OffXor,Gpt,0.00046692443029987106,False
OffXor,Naive,0.9615793543464817,True
OffXor,Pext,0.3841069789639153,True
OffXor,STL,0.15383935175936064,True
Pext,Abseil,0.6017465709335739,True
Pext,Aes,0.9330928418187778,True
Pext,City,0.6879218623195169,True
Pext,FNV,0.49415261371215824,True
Pext,Gperf,2.9090797068671393e-25,False
Pext,Gpt,1.4391409841153734e-05,False
Pext,Naive,0.36948504596351184,True
Pext,OffXor,0.3841069789639153,True
Pext,STL,0.5830235922527405,True
STL,Abseil,0.9864893616538324,True
STL,Aes,0.6495394422400991,True
STL,City,0.8720535630627005,True
STL,FNV,0.9035836759895506,True
STL,Gperf,2.9427156436146662e-27,False
STL,Gpt,1.2782537292478155e-06,False
STL,Naive,0.145023357417349,True
STL,OffXor,0.15383935175936064,True
STL,Pext,0.5830235922527405,True
