Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,0.9788866229778246,True
Abseil,City,0.97210273655043,True
Abseil,FNV,0.9227934097853838,True
Abseil,Gperf,1.0031971951081042e-27,False
Abseil,Gpt,0.07081479264351302,True
Abseil,Naive,0.2441550130384561,True
Abseil,OffXor,0.265719185657907,True
Abseil,Pext,0.5796467313988503,True
Abseil,STL,0.8748315420809119,True
Aes,Abseil,0.9788866229778246,True
Aes,City,0.9665384404938279,True
Aes,FNV,0.9436275166594329,True
Aes,Gperf,2.1472952533601373e-27,False
Aes,Gpt,0.07316384908741537,True
Aes,Naive,0.2426190976916054,True
Aes,OffXor,0.2703999075359913,True
Aes,Pext,0.5679246782452579,True
Aes,STL,0.9002373598710537,True
City,Abseil,0.97210273655043,True
City,Aes,0.9665384404938279,True
City,FNV,0.8990505498574949,True
City,Gperf,6.15878724686944e-28,False
City,Gpt,0.07699429581092294,True
City,Naive,0.24430627601435295,True
City,OffXor,0.2685221825258376,True
City,Pext,0.600083186662784,True
City,STL,0.8611778577027782,True
FNV,Abseil,0.9227934097853838,True
FNV,Aes,0.9436275166594329,True
FNV,City,0.8990505498574949,True
FNV,Gperf,1.6866339186365945e-28,False
FNV,Gpt,0.05853235382659684,True
FNV,Naive,0.20672032127641715,True
FNV,OffXor,0.23051712240126054,True
FNV,Pext,0.5055145722075525,True
FNV,STL,0.9669430856467219,True
Gperf,Abseil,1.0031971951081042e-27,False
Gperf,Aes,2.1472952533601373e-27,False
Gperf,City,6.15878724686944e-28,False
Gperf,FNV,1.6866339186365945e-28,False
Gperf,Gpt,3.382064545247167e-20,False
Gperf,Naive,1.9928984151155555e-23,False
Gperf,OffXor,7.241842638030304e-24,False
Gperf,Pext,1.3578499710130285e-26,False
Gperf,STL,2.9283970952090627e-28,False
Gpt,Abseil,0.07081479264351302,True
Gpt,Aes,0.07316384908741537,True
Gpt,City,0.07699429581092294,True
Gpt,FNV,0.05853235382659684,True
Gpt,Gperf,3.382064545247167e-20,False
Gpt,Naive,0.528590367293932,True
Gpt,OffXor,0.4843792361895004,True
Gpt,Pext,0.19863434670906754,True
Gpt,STL,0.053416129023114906,True
Naive,Abseil,0.2441550130384561,True
Naive,Aes,0.2426190976916054,True
Naive,City,0.24430627601435295,True
Naive,FNV,0.20672032127641715,True
Naive,Gperf,1.9928984151155555e-23,False
Naive,Gpt,0.528590367293932,True
Naive,OffXor,0.9501526471624413,True
Naive,Pext,0.5152098921241499,True
Naive,STL,0.18156485986134463,True
OffXor,Abseil,0.265719185657907,True
OffXor,Aes,0.2703999075359913,True
OffXor,City,0.2685221825258376,True
OffXor,FNV,0.23051712240126054,True
OffXor,Gperf,7.241842638030304e-24,False
OffXor,Gpt,0.4843792361895004,True
OffXor,Naive,0.9501526471624413,True
OffXor,Pext,0.5543705191902961,True
OffXor,STL,0.2037300547680606,True
Pext,Abseil,0.5796467313988503,True
Pext,Aes,0.5679246782452579,True
Pext,City,0.600083186662784,True
Pext,FNV,0.5055145722075525,True
Pext,Gperf,1.3578499710130285e-26,False
Pext,Gpt,0.19863434670906754,True
Pext,Naive,0.5152098921241499,True
Pext,OffXor,0.5543705191902961,True
Pext,STL,0.48885882911365375,True
STL,Abseil,0.8748315420809119,True
STL,Aes,0.9002373598710537,True
STL,City,0.8611778577027782,True
STL,FNV,0.9669430856467219,True
STL,Gperf,2.9283970952090627e-28,False
STL,Gpt,0.053416129023114906,True
STL,Naive,0.18156485986134463,True
STL,OffXor,0.2037300547680606,True
STL,Pext,0.48885882911365375,True
