Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,0.39532834392100524,True
Abseil,City,0.7657741668121574,True
Abseil,FNV,0.7769195717712871,True
Abseil,Gperf,1.0048465165667046e-27,False
Abseil,Gpt,5.226478924121837e-14,False
Abseil,Naive,0.00024387312445949618,False
Abseil,OffXor,0.00014363741325199245,False
Abseil,Pext,0.19337906837030827,True
Abseil,STL,0.7449522085293458,True
Aes,Abseil,0.39532834392100524,True
Aes,City,0.5761143983376551,True
Aes,FNV,0.5638308129174594,True
Aes,Gperf,4.08247109845512e-24,False
Aes,Gpt,1.755211312551902e-11,False
Aes,Naive,0.003981995691339592,False
Aes,OffXor,0.002726612575834842,False
Aes,Pext,0.637691579057418,True
Aes,STL,0.5980429995739474,True
City,Abseil,0.7657741668121574,True
City,Aes,0.5761143983376551,True
City,FNV,0.9812271086993688,True
City,Gperf,6.326416350540067e-27,False
City,Gpt,2.4114062827915996e-13,False
City,Naive,0.000607463216292493,False
City,OffXor,0.0003554210889712916,False
City,Pext,0.30901043003289574,True
City,STL,0.9792914860927203,True
FNV,Abseil,0.7769195717712871,True
FNV,Aes,0.5638308129174594,True
FNV,City,0.9812271086993688,True
FNV,Gperf,6.706814619132135e-27,False
FNV,Gpt,2.3572781995554486e-13,False
FNV,Naive,0.0005865261842782713,False
FNV,OffXor,0.0003500935448950604,False
FNV,Pext,0.29166026771063047,True
FNV,STL,0.9648918558532509,True
Gperf,Abseil,1.0048465165667046e-27,False
Gperf,Aes,4.08247109845512e-24,False
Gperf,City,6.326416350540067e-27,False
Gperf,FNV,6.706814619132135e-27,False
Gperf,Gpt,0.0003747692079052301,False
Gperf,Naive,5.508103328747337e-15,False
Gperf,OffXor,8.399685742428359e-15,False
Gperf,Pext,1.2471623465978229e-23,False
Gperf,STL,1.1432404754325605e-27,False
Gpt,Abseil,5.226478924121837e-14,False
Gpt,Aes,1.755211312551902e-11,False
Gpt,City,2.4114062827915996e-13,False
Gpt,FNV,2.3572781995554486e-13,False
Gpt,Gperf,0.0003747692079052301,False
Gpt,Naive,2.205379218156144e-05,False
Gpt,OffXor,3.189062504382392e-05,False
Gpt,Pext,6.581096755736886e-11,False
Gpt,STL,1.1826654238387268e-13,False
Naive,Abseil,0.00024387312445949618,False
Naive,Aes,0.003981995691339592,False
Naive,City,0.000607463216292493,False
Naive,FNV,0.0005865261842782713,False
Naive,Gperf,5.508103328747337e-15,False
Naive,Gpt,2.205379218156144e-05,False
Naive,OffXor,0.8893754307108479,True
Naive,Pext,0.015222322201211285,False
Naive,STL,0.0006175717042292821,False
OffXor,Abseil,0.00014363741325199245,False
OffXor,Aes,0.002726612575834842,False
OffXor,City,0.0003554210889712916,False
OffXor,FNV,0.0003500935448950604,False
OffXor,Gperf,8.399685742428359e-15,False
OffXor,Gpt,3.189062504382392e-05,False
OffXor,Naive,0.8893754307108479,True
OffXor,Pext,0.009566195127966234,False
OffXor,STL,0.00033429025348180304,False
Pext,Abseil,0.19337906837030827,True
Pext,Aes,0.637691579057418,True
Pext,City,0.30901043003289574,True
Pext,FNV,0.29166026771063047,True
Pext,Gperf,1.2471623465978229e-23,False
Pext,Gpt,6.581096755736886e-11,False
Pext,Naive,0.015222322201211285,False
Pext,OffXor,0.009566195127966234,False
Pext,STL,0.31537245167431793,True
STL,Abseil,0.7449522085293458,True
STL,Aes,0.5980429995739474,True
STL,City,0.9792914860927203,True
STL,FNV,0.9648918558532509,True
STL,Gperf,1.1432404754325605e-27,False
STL,Gpt,1.1826654238387268e-13,False
STL,Naive,0.0006175717042292821,False
STL,OffXor,0.00033429025348180304,False
STL,Pext,0.31537245167431793,True
