Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,2.1568260466347225e-55,False
Abseil,City,1.90236895438021e-50,False
Abseil,FNV,1.0539961108058714e-20,False
Abseil,Gperf,1.3940252845193317e-189,False
Abseil,Gpt,4.08780487314442e-47,False
Abseil,Naive,5.44537326001995e-18,False
Abseil,OffXor,6.8522327941010195e-18,False
Abseil,Pext,2.806447028480464e-50,False
Abseil,STL,7.161761928655704e-47,False
Aes,Abseil,2.1568260466347225e-55,False
Aes,City,0.035653117378590275,False
Aes,FNV,2.6524155268555374e-38,False
Aes,Gperf,4.858325231933544e-191,False
Aes,Gpt,5.360431668992248e-112,False
Aes,Naive,1.1884209184464196e-21,False
Aes,OffXor,1.8464686994797543e-21,False
Aes,Pext,0.20376730193159132,True
Aes,STL,0.0003934170866447424,False
City,Abseil,1.90236895438021e-50,False
City,Aes,0.035653117378590275,False
City,FNV,1.1888298602253438e-30,False
City,Gperf,4.8578295963202734e-191,False
City,Gpt,1.8250981419765412e-105,False
City,Naive,4.354117523464359e-15,False
City,OffXor,2.381438131771444e-15,False
City,Pext,0.30562238817549536,True
City,STL,0.1918103722763509,True
FNV,Abseil,1.0539961108058714e-20,False
FNV,Aes,2.6524155268555374e-38,False
FNV,City,1.1888298602253438e-30,False
FNV,Gperf,4.858910309231646e-191,False
FNV,Gpt,3.1918250534318435e-67,False
FNV,Naive,0.008380761004135295,False
FNV,OffXor,0.013035617500149763,False
FNV,Pext,8.177175432633595e-33,False
FNV,STL,2.649057077479316e-26,False
Gperf,Abseil,1.3940252845193317e-189,False
Gperf,Aes,4.858325231933544e-191,False
Gperf,City,4.8578295963202734e-191,False
Gperf,FNV,4.858910309231646e-191,False
Gperf,Gpt,2.929325807699009e-28,False
Gperf,Naive,9.807214158886933e-184,False
Gperf,OffXor,1.1506784752878514e-183,False
Gperf,Pext,1.1385694172544439e-185,False
Gperf,STL,4.85793521936152e-191,False
Gpt,Abseil,4.08780487314442e-47,False
Gpt,Aes,5.360431668992248e-112,False
Gpt,City,1.8250981419765412e-105,False
Gpt,FNV,3.1918250534318435e-67,False
Gpt,Gperf,2.929325807699009e-28,False
Gpt,Naive,4.376130809086841e-74,False
Gpt,OffXor,1.3740145355703933e-73,False
Gpt,Pext,1.3432296180535125e-105,False
Gpt,STL,9.44994086988554e-102,False
Naive,Abseil,5.44537326001995e-18,False
Naive,Aes,1.1884209184464196e-21,False
Naive,City,4.354117523464359e-15,False
Naive,FNV,0.008380761004135295,False
Naive,Gperf,9.807214158886933e-184,False
Naive,Gpt,4.376130809086841e-74,False
Naive,OffXor,0.9210201858639676,True
Naive,Pext,5.953494248515879e-17,False
Naive,STL,9.92940649269728e-12,False
OffXor,Abseil,6.8522327941010195e-18,False
OffXor,Aes,1.8464686994797543e-21,False
OffXor,City,2.381438131771444e-15,False
OffXor,FNV,0.013035617500149763,False
OffXor,Gperf,1.1506784752878514e-183,False
OffXor,Gpt,1.3740145355703933e-73,False
OffXor,Naive,0.9210201858639676,True
OffXor,Pext,6.716494457630713e-17,False
OffXor,STL,5.303241516160002e-12,False
Pext,Abseil,2.806447028480464e-50,False
Pext,Aes,0.20376730193159132,True
Pext,City,0.30562238817549536,True
Pext,FNV,8.177175432633595e-33,False
Pext,Gperf,1.1385694172544439e-185,False
Pext,Gpt,1.3432296180535125e-105,False
Pext,Naive,5.953494248515879e-17,False
Pext,OffXor,6.716494457630713e-17,False
Pext,STL,0.017732500463663207,False
STL,Abseil,7.161761928655704e-47,False
STL,Aes,0.0003934170866447424,False
STL,City,0.1918103722763509,True
STL,FNV,2.649057077479316e-26,False
STL,Gperf,4.85793521936152e-191,False
STL,Gpt,9.44994086988554e-102,False
STL,Naive,9.92940649269728e-12,False
STL,OffXor,5.303241516160002e-12,False
STL,Pext,0.017732500463663207,False
