Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,5.317088768041806e-57,False
Abseil,City,2.3457093989238063e-50,False
Abseil,FNV,7.092121892399124e-21,False
Abseil,Gperf,6.35007325391728e-190,False
Abseil,Gpt,5.948591553100327e-05,False
Abseil,Naive,3.35045642264543e-57,False
Abseil,OffXor,1.5559401937402125e-55,False
Abseil,Pext,2.2715968160991717e-56,False
Abseil,STL,6.616190369304844e-48,False
Aes,Abseil,5.317088768041806e-57,False
Aes,City,0.005051190900659733,False
Aes,FNV,3.480349204921946e-39,False
Aes,Gperf,4.857927094430723e-191,False
Aes,Gpt,6.88616336558225e-52,False
Aes,Naive,0.4110828136938758,True
Aes,OffXor,0.7872666258369756,True
Aes,Pext,0.6791056059059506,True
Aes,STL,0.00015559412273367758,False
City,Abseil,2.3457093989238063e-50,False
City,Aes,0.005051190900659733,False
City,FNV,3.697281419665653e-29,False
City,Gperf,4.858373985696231e-191,False
City,Gpt,1.6137249353727826e-41,False
City,Naive,0.0002221068675365582,False
City,OffXor,0.0016554406320726973,False
City,Pext,0.0011426335918301798,False
City,STL,0.39262565229477897,True
FNV,Abseil,7.092121892399124e-21,False
FNV,Aes,3.480349204921946e-39,False
FNV,City,3.697281419665653e-29,False
FNV,Gperf,4.858634013990865e-191,False
FNV,Gpt,1.0453781169108742e-11,False
FNV,Naive,1.9513045720432255e-43,False
FNV,OffXor,3.2054430498318635e-41,False
FNV,Pext,1.9679137366784958e-40,False
FNV,STL,2.7620432815494987e-26,False
Gperf,Abseil,6.35007325391728e-190,False
Gperf,Aes,4.857927094430723e-191,False
Gperf,City,4.858373985696231e-191,False
Gperf,FNV,4.858634013990865e-191,False
Gperf,Gpt,2.602937966726891e-74,False
Gperf,Naive,7.397976576158013e-186,False
Gperf,OffXor,7.925836500334533e-186,False
Gperf,Pext,9.283876991404177e-186,False
Gperf,STL,4.858057094942281e-191,False
Gpt,Abseil,5.948591553100327e-05,False
Gpt,Aes,6.88616336558225e-52,False
Gpt,City,1.6137249353727826e-41,False
Gpt,FNV,1.0453781169108742e-11,False
Gpt,Gperf,2.602937966726891e-74,False
Gpt,Naive,1.9836072773477836e-54,False
Gpt,OffXor,4.292061253298953e-52,False
Gpt,Pext,5.336398562483904e-52,False
Gpt,STL,1.6966561269391338e-38,False
Naive,Abseil,3.35045642264543e-57,False
Naive,Aes,0.4110828136938758,True
Naive,City,0.0002221068675365582,False
Naive,FNV,1.9513045720432255e-43,False
Naive,Gperf,7.397976576158013e-186,False
Naive,Gpt,1.9836072773477836e-54,False
Naive,OffXor,0.5640407148328703,True
Naive,Pext,0.6573867565373126,True
Naive,STL,3.3386656823966386e-06,False
OffXor,Abseil,1.5559401937402125e-55,False
OffXor,Aes,0.7872666258369756,True
OffXor,City,0.0016554406320726973,False
OffXor,FNV,3.2054430498318635e-41,False
OffXor,Gperf,7.925836500334533e-186,False
OffXor,Gpt,4.292061253298953e-52,False
OffXor,Naive,0.5640407148328703,True
OffXor,Pext,0.9290131915868312,True
OffXor,STL,4.1959772383701074e-05,False
Pext,Abseil,2.2715968160991717e-56,False
Pext,Aes,0.6791056059059506,True
Pext,City,0.0011426335918301798,False
Pext,FNV,1.9679137366784958e-40,False
Pext,Gperf,9.283876991404177e-186,False
Pext,Gpt,5.336398562483904e-52,False
Pext,Naive,0.6573867565373126,True
Pext,OffXor,0.9290131915868312,True
Pext,STL,3.126161376485098e-05,False
STL,Abseil,6.616190369304844e-48,False
STL,Aes,0.00015559412273367758,False
STL,City,0.39262565229477897,True
STL,FNV,2.7620432815494987e-26,False
STL,Gperf,4.858057094942281e-191,False
STL,Gpt,1.6966561269391338e-38,False
STL,Naive,3.3386656823966386e-06,False
STL,OffXor,4.1959772383701074e-05,False
STL,Pext,3.126161376485098e-05,False
