Hash Function,Chi-Test
Abseil,1.011157052528444
Aes,1474.630866964776
City,1.0089025651258623
FNV,17.204991455801444
Gperf,2538.3611373174595
Gpt,2568.491192842305
Naive,63.44321676777299
OffXor,59.29186063446169
Pext,7.625757599480603
STL,1.0
