Func Name,GeoTime,GeoCollision
Abseil,0.0020659348455662726,591.7982489982002
Aes,0.0009559730599925678,592.3274442592135
City,0.0010429303703035305,592.8522807609373
FNV,0.0014310109408289576,591.4544738796795
Gperf,0.021063430343185335,744.6035708918714
Gpt,0.0010534307532217779,610.7564217285837
Naive,0.0009249577840930003,593.3021601062876
OffXor,0.0009229174328636293,593.4643320234591
Pext,0.0009372279964997285,592.0027421491674
STL,0.0010420960014821228,592.7202634676663
