Hash Function 1,Hash Function 2,p-value,Same Distribution?
Abseil,Aes,0.5562758680443841,True
Abseil,City,0.7496155876789516,True
Abseil,FNV,0.8067416917745037,True
Abseil,Gperf,2.8411334436474233e-28,False
Abseil,Gpt,0.0011007785286019165,False
Abseil,Naive,0.07076564788046658,True
Abseil,OffXor,0.09318999323308157,True
Abseil,Pext,0.26142268565256,True
Abseil,STL,0.7991058098741094,True
Aes,Abseil,0.5562758680443841,True
Aes,City,0.7866947536567326,True
Aes,FNV,0.7363889258518561,True
Aes,Gperf,4.013781107812628e-26,False
Aes,Gpt,0.006392428481815257,False
Aes,Naive,0.2032709495320888,True
Aes,OffXor,0.2459484167406416,True
Aes,Pext,0.5605887799670541,True
Aes,STL,0.7201557066991049,True
City,Abseil,0.7496155876789516,True
City,Aes,0.7866947536567326,True
City,FNV,0.9501437591114469,True
City,Gperf,5.46602993007586e-28,False
City,Gpt,0.002592707117864224,False
City,Naive,0.12003732221682872,True
City,OffXor,0.16113464851721926,True
City,Pext,0.3957717820127553,True
City,STL,0.9406617844369247,True
FNV,Abseil,0.8067416917745037,True
FNV,Aes,0.7363889258518561,True
FNV,City,0.9501437591114469,True
FNV,Gperf,5.290756307241163e-28,False
FNV,Gpt,0.002145430791473078,False
FNV,Naive,0.11037121272487384,True
FNV,OffXor,0.14387054760344273,True
FNV,Pext,0.3657796905706667,True
FNV,STL,0.9894787616937162,True
Gperf,Abseil,2.8411334436474233e-28,False
Gperf,Aes,4.013781107812628e-26,False
Gperf,City,5.46602993007586e-28,False
Gperf,FNV,5.290756307241163e-28,False
Gperf,Gpt,1.2618745197355798e-15,False
Gperf,Naive,3.3230522589334264e-22,False
Gperf,OffXor,2.462180095352449e-22,False
Gperf,Pext,4.593408384136761e-24,False
Gperf,STL,1.0701245258511876e-27,False
Gpt,Abseil,0.0011007785286019165,False
Gpt,Aes,0.006392428481815257,False
Gpt,City,0.002592707117864224,False
Gpt,FNV,0.002145430791473078,False
Gpt,Gperf,1.2618745197355798e-15,False
Gpt,Naive,0.13388272096160048,True
Gpt,OffXor,0.10737486377840834,True
Gpt,Pext,0.03121661458516087,False
Gpt,STL,0.0021179476645658874,False
Naive,Abseil,0.07076564788046658,True
Naive,Aes,0.2032709495320888,True
Naive,City,0.12003732221682872,True
Naive,FNV,0.11037121272487384,True
Naive,Gperf,3.3230522589334264e-22,False
Naive,Gpt,0.13388272096160048,True
Naive,OffXor,0.9082618267663514,True
Naive,Pext,0.497602140295622,True
Naive,STL,0.10655197616688798,True
OffXor,Abseil,0.09318999323308157,True
OffXor,Aes,0.2459484167406416,True
OffXor,City,0.16113464851721926,True
OffXor,FNV,0.14387054760344273,True
OffXor,Gperf,2.462180095352449e-22,False
OffXor,Gpt,0.10737486377840834,True
OffXor,Naive,0.9082618267663514,True
OffXor,Pext,0.5822984720864988,True
OffXor,STL,0.13753839353619582,True
Pext,Abseil,0.26142268565256,True
Pext,Aes,0.5605887799670541,True
Pext,City,0.3957717820127553,True
Pext,FNV,0.3657796905706667,True
Pext,Gperf,4.593408384136761e-24,False
Pext,Gpt,0.03121661458516087,False
Pext,Naive,0.497602140295622,True
Pext,OffXor,0.5822984720864988,True
Pext,STL,0.36004091264516047,True
STL,Abseil,0.7991058098741094,True
STL,Aes,0.7201557066991049,True
STL,City,0.9406617844369247,True
STL,FNV,0.9894787616937162,True
STL,Gperf,1.0701245258511876e-27,False
STL,Gpt,0.0021179476645658874,False
STL,Naive,0.10655197616688798,True
STL,OffXor,0.13753839353619582,True
STL,Pext,0.36004091264516047,True
