Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,AbseilHash,0.002057,27
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,AbseilHash,0.002399,213
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,AbseilHash,0.002162,27
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,AbseilHash,0.002317,213
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,STDHashSrc,0.002282,30
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,STDHashSrc,0.002266,213
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,STDHashSrc,0.002280,30
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,STDHashSrc,0.002300,213
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,FNVHash,0.002277,24
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,FNVHash,0.002482,218
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,FNVHash,0.002141,24
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,FNVHash,0.002521,218
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,CityHash,0.002049,23
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,CityHash,0.002473,217
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,CityHash,0.002123,23
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,CityHash,0.002363,217
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,PextSSN,0.002173,25
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,PextSSN,0.002264,214
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,PextSSN,0.002222,25
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,PextSSN,0.002184,214
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,OffXorSSN,0.002288,29
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,OffXorSSN,0.002267,217
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,OffXorSSN,0.002217,29
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,OffXorSSN,0.002316,217
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,NaiveSSN,0.002138,29
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,NaiveSSN,0.002428,217
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,NaiveSSN,0.002046,29
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,NaiveSSN,0.002399,217
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,AesSSN,0.002061,35
Interweaved,normal,10000,10000,40,30,30,UnorderedMultiMapBench,AesSSN,0.002495,219
Interweaved,normal,10000,10000,40,30,30,UnorderedSetBench,AesSSN,0.002175,35
Interweaved,normal,10000,10000,40,30,30,UnorderedMultisetBench,AesSSN,0.002352,219
Interweaved,normal,10000,10000,40,30,30,UnorderedMapBench,GptSSN,0.002355,32
