Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,AbseilHash,0.002031,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,AbseilHash,0.002517,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,AbseilHash,0.001971,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,AbseilHash,0.002527,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,STDHashSrc,0.002024,66
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,STDHashSrc,0.002600,1338
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,STDHashSrc,0.002111,66
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,STDHashSrc,0.002497,1338
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,FNVHash,0.002280,57
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,FNVHash,0.002391,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,FNVHash,0.002274,57
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,FNVHash,0.002482,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,CityHash,0.002085,59
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,CityHash,0.002580,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,CityHash,0.001969,59
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,CityHash,0.002515,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,PextCPF,0.001938,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,PextCPF,0.002511,1339
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,PextCPF,0.002004,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,PextCPF,0.002378,1339
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,OffXorCPF,0.002153,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,OffXorCPF,0.002317,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,OffXorCPF,0.002212,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,OffXorCPF,0.002238,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,NaiveCPF,0.002205,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,NaiveCPF,0.002364,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,NaiveCPF,0.002084,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,NaiveCPF,0.002441,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,AesCPF,0.001980,53
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,AesCPF,0.002509,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,AesCPF,0.001965,53
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,AesCPF,0.002462,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,GptCPF,0.001988,64
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,GptCPF,0.002339,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,GptCPF,0.001982,64
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,GptCPF,0.002328,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,GperfCPF,0.001942,62
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,GperfCPF,0.002414,1366
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,GperfCPF,0.002044,62
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,GperfCPF,0.002406,1366
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,AbseilHash,0.001871,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,AbseilHash,0.002211,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,AbseilHash,0.001866,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,AbseilHash,0.002174,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,STDHashSrc,0.001966,66
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,STDHashSrc,0.002238,1338
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,STDHashSrc,0.001953,66
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,STDHashSrc,0.002225,1338
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,FNVHash,0.002037,57
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,FNVHash,0.002281,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,FNVHash,0.001972,57
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,FNVHash,0.002239,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,CityHash,0.001904,59
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,CityHash,0.002368,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,CityHash,0.001897,59
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,CityHash,0.002168,1345
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,PextCPF,0.001866,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,PextCPF,0.002168,1339
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,PextCPF,0.001856,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,PextCPF,0.002116,1339
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,OffXorCPF,0.001856,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,OffXorCPF,0.002140,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,OffXorCPF,0.001846,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,OffXorCPF,0.002104,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,NaiveCPF,0.001870,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,NaiveCPF,0.002142,1336
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,NaiveCPF,0.001847,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,NaiveCPF,0.002102,1336
