Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,AbseilHash,0.004418,52
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,AbseilHash,0.005306,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,AbseilHash,0.004541,52
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,AbseilHash,0.004982,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,STDHashSrc,0.002346,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,STDHashSrc,0.002781,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,STDHashSrc,0.002411,56
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,STDHashSrc,0.002883,1340
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,FNVHash,0.003073,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,FNVHash,0.003571,1342
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,FNVHash,0.003127,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,FNVHash,0.003597,1342
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,CityHash,0.002319,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,CityHash,0.002757,1342
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,CityHash,0.002372,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,CityHash,0.002848,1342
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,PextUrlComplex,0.002082,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,PextUrlComplex,0.002704,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,PextUrlComplex,0.002073,58
Interweaved,normal,10000,10000,70,20,10,UnorderedMultisetBench,PextUrlComplex,0.002684,1341
Interweaved,normal,10000,10000,70,20,10,UnorderedMapBench,OffXorUrlComplex,0.002113,51
Interweaved,normal,10000,10000,70,20,10,UnorderedMultiMapBench,OffXorUrlComplex,0.002582,1343
Interweaved,normal,10000,10000,70,20,10,UnorderedSetBench,OffXorUrlComplex,0.002119,51
