Execution Mode,Key Distribution,Num Operations,Num Keys,Insertions (%),Searches (%),Eliminatons(%),Hash Container,Hash Function,Execution Time (s),Collision Count
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,AbseilHash,0.004223,23
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,AbseilHash,0.005018,324
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,AbseilHash,0.004315,23
Interweaved,normal,10000,2000,60,20,20,UnorderedMultisetBench,AbseilHash,0.004812,324
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,STDHashSrc,0.002304,17
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,STDHashSrc,0.002909,325
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,STDHashSrc,0.002476,17
Interweaved,normal,10000,2000,60,20,20,UnorderedMultisetBench,STDHashSrc,0.002797,325
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,FNVHash,0.003074,20
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,FNVHash,0.003552,324
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,FNVHash,0.003147,20
Interweaved,normal,10000,2000,60,20,20,UnorderedMultisetBench,FNVHash,0.003524,324
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,CityHash,0.002294,26
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,CityHash,0.002964,323
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,CityHash,0.002510,26
Interweaved,normal,10000,2000,60,20,20,UnorderedMultisetBench,CityHash,0.002810,323
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,PextUrl,0.002256,24
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,PextUrl,0.002810,325
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,PextUrl,0.002083,24
Interweaved,normal,10000,2000,60,20,20,UnorderedMultisetBench,PextUrl,0.002793,325
Interweaved,normal,10000,2000,60,20,20,UnorderedMapBench,OffXorUrl,0.002186,22
Interweaved,normal,10000,2000,60,20,20,UnorderedMultiMapBench,OffXorUrl,0.002703,326
Interweaved,normal,10000,2000,60,20,20,UnorderedSetBench,OffXorUrl,0.002208,22
