Hash Function,Elapsed Time (seconds)
AbseilHash,0.000444
AbseilHash,0.000441
AbseilHash,0.000441
AbseilHash,0.000441
AbseilHash,0.000441
AbseilHash,0.000469
AbseilHash,0.000522
AbseilHash,0.000522
AbseilHash,0.000464
AbseilHash,0.000441
STDHashSrc,0.000029
STDHashSrc,0.000028
STDHashSrc,0.000028
STDHashSrc,0.000028
STDHashSrc,0.000028
STDHashSrc,0.000028
STDHashSrc,0.000029
STDHashSrc,0.000028
STDHashSrc,0.000028
STDHashSrc,0.000028
FNVHash,0.000172
FNVHash,0.000171
FNVHash,0.000172
FNVHash,0.000172
FNVHash,0.000172
FNVHash,0.000171
FNVHash,0.000171
FNVHash,0.000167
FNVHash,0.000165
FNVHash,0.000190
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
CityHash,0.000038
PextUrlComplex,0.000009
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
PextUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
OffXorUrlComplex,0.000008
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
NaiveUrlComplex,0.000010
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
AesUrlComplex,0.000006
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GptUrlComplex,0.000014
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
GperfUrlComplex,0.000008
