Hash Function,Elapsed Time (seconds)
AbseilHash,0.002406
AbseilHash,0.002235
AbseilHash,0.002420
AbseilHash,0.002226
AbseilHash,0.002409
AbseilHash,0.002345
AbseilHash,0.002282
AbseilHash,0.002442
AbseilHash,0.002206
AbseilHash,0.002430
STDHashSrc,0.000143
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000145
STDHashSrc,0.000140
STDHashSrc,0.000145
STDHashSrc,0.000141
STDHashSrc,0.000141
FNVHash,0.000939
FNVHash,0.000973
FNVHash,0.000840
FNVHash,0.000830
FNVHash,0.000830
FNVHash,0.000993
FNVHash,0.000882
FNVHash,0.000852
FNVHash,0.000838
FNVHash,0.000937
CityHash,0.000190
CityHash,0.000189
CityHash,0.000189
CityHash,0.000198
CityHash,0.000159
CityHash,0.000160
CityHash,0.000159
CityHash,0.000159
CityHash,0.000159
CityHash,0.000160
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
PextUrlComplex,0.000046
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
OffXorUrlComplex,0.000043
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000049
AesUrlComplex,0.000041
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000040
AesUrlComplex,0.000063
AesUrlComplex,0.000044
GptUrlComplex,0.000077
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GptUrlComplex,0.000076
GperfUrlComplex,0.000049
GperfUrlComplex,0.000049
GperfUrlComplex,0.000049
GperfUrlComplex,0.000049
GperfUrlComplex,0.000049
GperfUrlComplex,0.000049
GperfUrlComplex,0.000058
GperfUrlComplex,0.000044
GperfUrlComplex,0.000044
GperfUrlComplex,0.000044
