Hash Function,Elapsed Time (seconds)
AbseilHash,0.002407
AbseilHash,0.002251
AbseilHash,0.002436
AbseilHash,0.002209
AbseilHash,0.002434
AbseilHash,0.002347
AbseilHash,0.002297
AbseilHash,0.002427
AbseilHash,0.002210
AbseilHash,0.002435
STDHashSrc,0.000142
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000141
STDHashSrc,0.000143
STDHashSrc,0.000141
STDHashSrc,0.000141
FNVHash,0.000938
FNVHash,0.000984
FNVHash,0.000863
FNVHash,0.000862
FNVHash,0.000891
FNVHash,0.001025
FNVHash,0.000858
FNVHash,0.000828
FNVHash,0.000824
FNVHash,0.000936
CityHash,0.000189
CityHash,0.000189
CityHash,0.000189
CityHash,0.000189
CityHash,0.000159
CityHash,0.000160
CityHash,0.000160
CityHash,0.000159
CityHash,0.000160
CityHash,0.000160
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
PextUrlComplex,0.000047
OffXorUrlComplex,0.000045
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
OffXorUrlComplex,0.000044
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000049
NaiveUrlComplex,0.000050
NaiveUrlComplex,0.000049
AesUrlComplex,0.000044
AesUrlComplex,0.000041
AesUrlComplex,0.000041
AesUrlComplex,0.000041
AesUrlComplex,0.000041
AesUrlComplex,0.000041
AesUrlComplex,0.000070
AesUrlComplex,0.000043
AesUrlComplex,0.000042
AesUrlComplex,0.000042
GptUrlComplex,0.000071
GptUrlComplex,0.000071
GptUrlComplex,0.000070
GptUrlComplex,0.000071
GptUrlComplex,0.000071
GptUrlComplex,0.000071
GptUrlComplex,0.000070
GptUrlComplex,0.000071
GptUrlComplex,0.000071
GptUrlComplex,0.000071
GperfUrlComplex,0.000048
GperfUrlComplex,0.000047
GperfUrlComplex,0.000047
GperfUrlComplex,0.000047
GperfUrlComplex,0.000047
GperfUrlComplex,0.000058
GperfUrlComplex,0.000045
GperfUrlComplex,0.000045
GperfUrlComplex,0.000045
GperfUrlComplex,0.000045
